,userID,date_AEST,distance,enhanced_avg_speed,avg_power,avg_wpkg,avg_heart_rate,avg_max_heart_rate_perct,enhanced_duration,weekend,day_of_week,hour,day_cat
229,U1000010,2021-12-18,46.87,23.29,164.09,1.91,128.46,0.76,02:00:45,True,7,5,MORNING
230,U1000010,2022-11-19,50.19,22.76,146.74,1.71,112.61,0.66,02:12:19,True,7,5,MORNING
231,U1000000,2021-03-14,73.91,31.63,233.9,2.92,116.38,0.61,02:20:12,True,1,6,MORNING
232,U1000000,2021-06-20,118.52,30.52,206.09,2.58,100.97,0.53,03:53:00,True,1,6,MORNING
233,U1000000,2022-02-20,30.01,29.2,207.73,2.6,161.16,0.85,01:01:40,True,1,6,MORNING
234,U1000000,2022-07-24,101.61,30.4,220.87,2.76,156.97,0.83,03:20:33,True,1,6,MORNING
235,U1000003,2022-10-23,47.4,29.85,226.87,2.8,150.7,0.79,01:35:17,True,1,6,MORNING
236,U1000004,2022-01-23,83.35,32.97,192.87,2.61,154.79,0.82,02:31:41,True,1,6,MORNING
237,U1000004,2022-02-20,81.95,30.76,229.25,3.1,151.81,0.8,02:39:50,True,1,6,MORNING
238,U1000004,2022-02-27,78.56,32.19,181.01,2.45,136.59,0.72,02:26:26,True,1,6,MORNING
239,U1000004,2022-03-20,80.72,33.6,225.03,3.04,149.0,0.79,02:24:08,True,1,6,MORNING
240,U1000004,2022-04-10,70.57,28.85,240.3,3.25,158.98,0.84,02:26:45,True,1,6,MORNING
241,U1000004,2022-05-15,79.12,27.44,218.97,2.96,155.98,0.82,02:53:00,True,1,6,MORNING
242,U1000004,2022-09-04,80.39,32.62,191.85,2.59,163.88,0.87,02:27:52,True,1,6,MORNING
